10,4.81067,0.435068
11,4.78298,0.407384
12,4.75322,0.377621
13,4.72191,0.34631
14,4.68948,0.313877
15,4.65627,0.280671
16,4.62257,0.24697
17,4.5886,0.213
18,4.55454,0.178941
19,4.52053,0.144935
20,4.4867,0.111097
21,4.45312,0.0775184
22,4.41987,0.0442686
23,4.387,0.011403
24,4.77569,0.400093
25,4.76279,0.387188
26,4.74955,0.373951
27,4.73602,0.360419
28,4.72223,0.346628
29,4.70821,0.332609
30,4.69399,0.318393
31,4.67961,0.304008
32,4.66508,0.28948
33,4.65043,0.274832
34,4.63569,0.260086
35,4.62086,0.245261
36,4.60598,0.230377
37,4.59105,0.21545
38,4.57609,0.200493
39,4.56112,0.185523
40,4.54615,0.17055
41,4.53119,0.155586
42,4.51624,0.140641
43,4.50133,0.125726
44,4.48645,0.110847
45,4.47161,0.0960136
46,4.45683,0.0812315
47,4.44211,0.0665073
48,4.42745,0.0518465
49,4.41285,0.037254
50,4.39833,0.0227344
51,4.38389,0.00829155
52,4.6905,0.314895
53,4.68264,0.307037
54,4.67472,0.299122
55,4.66676,0.291157
56,4.65874,0.283145
57,4.65069,0.275091
58,4.64298,0.267379
59,4.63585,0.260253
60,4.62864,0.253039
61,4.62134,0.245744
62,4.61397,0.238373
63,4.60653,0.230933
64,4.59903,0.22343
65,4.59147,0.21587
66,4.58386,0.208257
67,4.5762,0.200596
68,4.56849,0.192893
69,4.56075,0.185151
70,4.55297,0.177374
71,4.54517,0.169567
72,4.53733,0.161732
73,4.52947,0.153874
74,4.5216,0.145996
75,4.5137,0.1381
76,4.50579,0.13019
77,4.49787,0.122268
78,4.48994,0.114337
79,4.482,0.106399
80,4.47406,0.0984565
81,4.46611,0.0905119
82,4.45817,0.0825671
83,4.45022,0.0746239
84,4.44228,0.0666842
85,4.43435,0.0587497
86,4.42642,0.0508219
87,4.4185,0.0429025
88,4.41059,0.0349928
89,4.40269,0.0270941
90,4.39481,0.0192078
91,4.38693,0.011335
92,4.37908,0.00347689
93,4.64189,0.266287
94,4.63692,0.261324
95,4.63194,0.256338
96,4.62693,0.251331
97,4.6219,0.246303
98,4.61686,0.241255
99,4.61179,0.23619
100,4.60671,0.231109
101,4.60161,0.226012
102,4.5965,0.2209
103,4.59137,0.215775
104,4.58624,0.210638
105,4.58109,0.205489
106,4.57593,0.200329
107,4.57076,0.195161
108,4.56558,0.189983
109,4.5604,0.184798
110,4.5552,0.179605
111,4.55001,0.174407
112,4.5448,0.169203
113,4.53959,0.163994
114,4.53438,0.158781
115,4.52916,0.153564
116,4.52395,0.148345
117,4.51872,0.143124
118,4.5135,0.137902
119,4.50828,0.132678
120,4.50305,0.127454
121,4.49783,0.122231
122,4.49261,0.117008
123,4.48739,0.111786
124,4.48217,0.106566
125,4.47695,0.101348
126,4.47173,0.0961326
127,4.46652,0.0909204
128,4.46131,0.0857116
129,4.45611,0.0805067
130,4.45091,0.0753061
131,4.44571,0.07011
132,4.44052,0.064919
133,4.43533,0.0597333
134,4.43015,0.0545532
135,4.42498,0.0493791
136,4.41981,0.0442113
137,4.41465,0.03905
138,4.4095,0.0338956
139,4.40435,0.0287484
140,4.39921,0.0236085
141,4.39408,0.0184763
142,4.38895,0.0133519
143,4.38384,0.00823568
144,4.37873,0.00312777
145,4.60344,0.227843
146,4.59982,0.224222
147,4.5962,0.220597
148,4.59257,0.216966
149,4.58893,0.213331
150,4.58529,0.209692
151,4.58165,0.206049
152,4.578,0.202403
153,4.57435,0.198753
154,4.5707,0.1951
155,4.56704,0.191445
156,4.56339,0.187787
157,4.55973,0.184127
158,4.55606,0.180465
159,4.5524,0.176801
160,4.54874,0.173136
161,4.54507,0.169469
162,4.5414,0.165801
163,4.53773,0.162132
164,4.53406,0.158462
165,4.53039,0.154792
166,4.52672,0.151122
167,4.52305,0.147451
168,4.51938,0.143781
169,4.51571,0.14011
170,4.51204,0.13644
171,4.50837,0.132771
172,4.5047,0.129102
173,4.50103,0.125435
174,4.49737,0.121768
175,4.4937,0.118103
176,4.49004,0.114439
177,4.48638,0.110776
178,4.48271,0.107115
179,4.47906,0.103456
180,4.4754,0.0997987
181,4.47174,0.0961435
182,4.46809,0.0924905
183,4.46444,0.0888398
184,4.46079,0.0851915
185,4.45715,0.0815458
186,4.4535,0.0779027
187,4.44986,0.0742624
188,4.44622,0.0706249
189,4.44259,0.0669904
190,4.43896,0.0633591
191,4.43533,0.0597309
192,4.43171,0.056106
193,4.42808,0.0524844
194,4.42447,0.0488664
195,4.42085,0.0452519
196,4.41724,0.041641
197,4.41363,0.0380339
198,4.41003,0.0344306
199,4.40643,0.0308312
200,4.40284,0.0272358
201,4.39924,0.0236445
202,4.39566,0.0200572
203,4.39207,0.0164742
204,4.3885,0.0128955
205,4.38492,0.00932103
206,4.38135,0.00575101
207,4.37779,0.00218547
208,4.57246,0.196864
209,4.56976,0.194164
210,4.56706,0.191463
211,4.56436,0.18876
212,4.56166,0.186057
213,4.55895,0.183353
214,4.55625,0.180648
215,4.55354,0.177942
216,4.55084,0.175236
217,4.54813,0.172529
218,4.54542,0.169822
219,4.54271,0.167114
220,4.54001,0.164407
221,4.5373,0.161699
222,4.53459,0.15899
223,4.53188,0.156282
224,4.52917,0.153574
225,4.52647,0.150866
226,4.52376,0.148158
227,4.52105,0.14545
228,4.51834,0.142742
229,4.51563,0.140035
230,4.51293,0.137328
231,4.51027,0.134673
232,4.50768,0.132076
233,4.50508,0.129478
234,4.50248,0.126879
235,4.49988,0.124279
236,4.49728,0.121678
237,4.49468,0.119076
238,4.49207,0.116474
239,4.48947,0.113871
240,4.48687,0.111268
241,4.48426,0.108664
242,4.48166,0.10606
243,4.47906,0.103456
244,4.47645,0.100851
245,4.47385,0.0982463
246,4.47124,0.0956414
247,4.46864,0.0930366
248,4.46603,0.0904318
249,4.46343,0.0878271
250,4.46082,0.0852227
251,4.45822,0.0826185
252,4.45561,0.0800146
253,4.45301,0.0774111
254,4.45041,0.0748081
255,4.44781,0.0722056
256,4.4452,0.0696036
257,4.4426,0.0670023
258,4.44,0.0644016
259,4.4374,0.0618017
260,4.4348,0.0592026
261,4.4322,0.0566043
262,4.42961,0.0540069
263,4.42701,0.0514104
264,4.42441,0.048815
265,4.42182,0.0462206
266,4.41923,0.0436273
267,4.41663,0.0410351
268,4.41404,0.0384441
269,4.41145,0.0358543
270,4.40887,0.0332658
271,4.40628,0.0306787
272,4.40369,0.0280929
273,4.40111,0.0255085
274,4.39853,0.0229255
275,4.39594,0.020344
276,4.39336,0.0177641
277,4.39079,0.0151857
