6.420453984,-0.7821293921,0.04490455345,-1.687089881,6144
6.524404453,-0.7945487644,0.0448583731,-1.654485229,6144
7.951378659,-0.6842879587,0.03392778032,-0.9639704772,3584
8.060250958,-0.6918174347,0.03387432386,-0.9403858399,28672


6.575178572,-0.8029035173,0.04525691064,-1.564982355,3072
6.681675696,-0.8154992775,0.04513412037,-1.52676893,1536
8.384427471,-0.7378726507,0.03615253702,-0.7875091442,14336
8.498444202,-0.7457191889,0.03603492104,-0.7599486658,3584


7.779621693,-0.6928811804,0.03602361811,-1.034069572,7168
7.916838974,-0.7057755493,0.03656083845,-1.043621739,7168
