,num_simulation,value
0,10000.0,6.62111658445902
1,20000.0,6.686132783966535
2,40000.0,6.614533366043803
3,80000.0,6.6797720686954225
4,160000.0,6.661561008240254
5,320000.0,6.647942613925178
6,640000.0,6.651408149999975
7,1280000.0,6.658237121170256
8,2560000.0,6.655136061062242
