N,V,error
10000.0,6.730943187917574,0.11428852927640332
20000.0,6.630083783607517,0.013429124966346073
40000.0,6.621700576712596,0.005045918071425071
80000.0,6.608743525008742,0.00791113363242868
160000.0,6.6089611420462955,0.0076935165948750495
320000.0,6.608559012758969,0.008095645882201907
640000.0,6.612865667643137,0.0037889909980330927
1280000.0,6.6129473102332765,0.0037073484078939956
2560000.0,6.617005245527977,0.00035058688680678074
5120000.0,6.616568638449428,8.602019174208664e-05
