new1

4,3,0.380952381,15,-0.6989549211,0.9021311361,-0.6889045852,0.912181472,0.01822916667,0.004557291667,0.004340277778,0.1067390705
16,12,0.380952381,29,-0.6989549211,0.8487616009,-0.6889045852,0.8588119367,0.01822916667,0.001139322917,0.001085069444,0.05336953524
64,46,0.397515528,57,-0.6989549211,0.8220768332,-0.6889045852,0.8321271691,0.01822916667,0.0002848307292,0.0002830615942,0.02668476762
256,183,0.399687744,113,-0.6856125373,0.8220768332,-0.6755622014,0.8321271691,0.01822916667,7.120768229e-05,7.115209472e-05,0.01334238381



4,3,3.80952381,45,-0.6943662994,0.8245573018,-0.6843159636,0.8346076376,0.01822916667,0.004557291667,0.004340277778,0.0337538578
16,12,3.80952381,90,-0.6943662994,0.8245573018,-0.6843159636,0.8346076376,0.01822916667,0.001139322917,0.001085069444,0.0168769289
64,46,3.97515528,179,-0.685927835,0.8245573018,-0.6758774991,0.8346076376,0.01822916667,0.0002848307292,0.0002830615942,0.008438464451
256,183,3.99687744,357,-0.685927835,0.8203380695,-0.6758774991,0.8303884054,0.01822916667,7.120768229e-05,7.115209472e-05,0.004219232226



4,7.977850187,7.598104649,0.6755648971,0.02527899838,3.521937584
16,7.899045964,7.523051506,0.6767605758,0.0263412081,3.487857546
64,7.89910351,7.523106313,0.6767472157,0.02651803726,3.472467756
256,7.897721174,7.521789776,0.6767715165,0.0265703043,3.46900057



4,7.889947088,7.514385736,0.6751861846,0.03577549759,3.399299711
16,7.895396421,7.519575681,0.6768273558,0.02656180043,3.492392836
64,7.896422596,7.52055301,0.676798506,0.02659148718,3.474279133
256,7.896513993,7.520640057,0.676794618,0.02659132553,3.469713701



0,0,0,0,0,0,0,2.486730389,8.564217088,15.51475947,23.4526317,32.50691412,42.82340946,54.56680686,67.9231261,83.10247788,
0,0,0,0,0,0,0.9946921555,3.923032913,8.913439363,15.90969141,23.89919578,33.01179929,43.39417029,55.21197559,68.65233912,83.92805347,
0,0,0,0,0,0.3978768622,1.768151596,4.74785919,9.715777602,16.30699234,24.34843543,33.51970628,43.96834401,55.86099888,69.38647945,84.75856281,
0,0,0,0,0.1591507449,0.786836011,2.41192474,5.543143517,10.36509613,16.88708368,24.80036654,34.03065303,44.54595087,56.51412916,70.12512057,85.59403522,
0,0,0,0.06366029795,0.3465645534,1.185797396,3.014376759,6.219437052,11.04511011,17.4436018,25.32716799,34.54465757,45.12710305,57.17125441,70.86828987,86.43450019,


0,0,0,0.06374993403,0.3470525292,1.187467043,3.018621114,6.228194252,11.06066203,17.46816305,25.36282959,34.59329774,45.1906437,57.25175367,70.96807507,86.55620319,
0,0,0.02428568916,0.147389043,0.5592856412,1.564891636,3.54373314,6.846439831,11.66067469,18.0347023,25.87170639,35.1140131,45.74826808,57.8823104,71.6811443,87.36244838,
0,0.009251691107,0.06193051381,0.257405517,0.7854606496,1.93564802,4.048062735,7.422260087,12.25488145,18.59202668,26.40705977,35.64427911,46.31961564,58.51651672,72.3982758,88.17328108,
0,0.02579536029,0.1163290588,0.3841027092,1.022463407,2.302210818,4.528741835,7.977850187,12.8280334,19.15503158,26.94884501,36.19213328,46.89925928,59.15836738,73.11951245,88.98872725,
